as_of;download_time;gross_salary;link;name;net_salary;role;sector
01/01/18;2018-02-15 11:28:59.915455;R$30.944,36;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11148_detalhes.html;11148;R$20.836,22;CONSULTOR TÌäCNICO LEGISLATIVO - ECONOMIA;CTEO - CONSULTORIA TÌäCNICA DE ECONOMIA E ORÌàAMENTO
01/01/18;2018-02-15 11:28:59.915455;R$30.592,75;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11132_detalhes.html;11132;R$20.609,33;TÌäCNICO ADMINISTRATIVO;SGP-1 - SECRETARIA DAS COMISSÌ¥ES
01/01/18;2018-02-15 11:28:59.915455;R$30.562,11;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11242_detalhes.html;11242;R$20.589,56;CONSULTOR TÌäCNICO LEGISLATIVO - ARQUITETURA;SGP-51- EQUIPE DE ASSESSORIA E CONSULTORIA DE URBANISMO E MEIO AMBIENTE
01/01/18;2018-02-15 11:28:59.915455;R$30.487,30;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11093_detalhes.html;11093;R$20.541,29;CONSULTOR TÌäCNICO LEGISLATIVO - ECONOMIA;CTEO-1 - ASSESSORIA E CONSULTORIA ECONÌÓMICO-FINANCEIRA DO PROCESSO LEGISLATIVO
01/01/18;2018-02-15 11:28:59.915455;R$30.471,11;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11096_detalhes.html;11096;R$20.530,85;PROCURADOR LEGISLATIVO;SETOR DE CONTRATOS E LICITAÌàÌ¥ES
01/01/18;2018-02-15 11:28:59.915455;R$30.471,11;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11065_detalhes.html;11065;R$20.530,85;PROCURADOR LEGISLATIVO;SETOR DE CONTRATOS E LICITAÌàÌ¥ES
01/01/18;2018-02-15 11:28:59.915455;R$30.275,12;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11099_detalhes.html;11099;R$20.560,80;CONSULTOR TÌäCNICO LEGISLATIVO - ADMINISTRAÌàÌÄO;NÌ_CLEO TÌäCNICO DE CONTROLE INTERNO
01/01/18;2018-02-15 11:28:59.915455;R$29.692,93;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11283_detalhes.html;11283;R$20.028,72;CONSULTOR TÌäCNICO LEGISLATIVO - INFORMÌTICA;CTI-4 - EQUIPE DE TELECOMUNICAÌàÌ¥ES E INFRAESTRUTURA
01/01/18;2018-02-15 11:28:59.915455;R$29.313,15;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/10892_detalhes.html;10892;R$22.121,39;TÌäCNICO ADMINISTRATIVO;SGA-14 - EQUIPE DE SELEÌàÌÄO, DESENVOLVIMENTO E AVALIAÌàÌÄO
01/01/18;2018-02-15 11:28:59.915455;R$29.223,03;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11118_detalhes.html;11118;R$19.829,80;TÌäCNICO ADMINISTRATIVO;CCI-1 - EQUIPE DE EVENTOS
01/01/18;2018-02-15 11:28:59.915455;R$29.223,03;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11055_detalhes.html;11055;R$19.725,52;TÌäCNICO ADMINISTRATIVO;CTI-6 - NÌ_CLEO TÌäCNICO DE ATENDIMENTO A USUÌRIOS DE REDE
01/01/18;2018-02-15 11:28:59.915455;R$29.223,03;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11134_detalhes.html;11134;R$19.725,52;TÌäCNICO ADMINISTRATIVO;CTI-5 - UNIDADE DE EXPEDIENTE
01/01/18;2018-02-15 11:28:59.915455;R$29.223,03;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11028_detalhes.html;11028;R$19.884,38;;CTI-4 - EQUIPE DE TELECOMUNICAÌàÌ¥ES E INFRAESTRUTURA
01/01/18;2018-02-15 11:28:59.915455;R$29.223,03;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/10101018_detalhes.html;ausÌ»ncia de divulgaÌ¤Ì£o em razÌ£o de determinaÌ¤Ì£o judicial;R$19.829,80;;CTI-2 - EQUIPE DE DESENVOLVIMENTO E SUPORTE A SISTEMAS
01/01/18;2018-02-15 11:28:59.915455;R$29.223,03;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11091_detalhes.html;11091;R$19.829,80;CONSULTOR TÌäCNICO LEGISLATIVO - ADMINISTRAÌàÌÄO;SGP-53 - EQUIPE DE ASSESSORIA E CONSULTORIA DE ADMINISTRAÌàÌÄO PÌ_BLICA
01/01/18;2018-02-15 11:28:59.915455;R$29.223,03;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11088_detalhes.html;11088;R$19.777,66;CONSULTOR TÌäCNICO LEGISLATIVO - REGISTRO E REVISÌÄO;SGP-42 - EQUIPE DE PUBLICAÌàÌÄO
01/01/18;2018-02-15 11:28:59.915455;R$29.223,03;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11104_detalhes.html;11104;R$19.829,80;CONSULTOR TÌäCNICO LEGISLATIVO - REGISTRO E REVISÌÄO;SGP-41 - EQUIPE DE TAQUIGRAFIA E REVISÌÄO
01/01/18;2018-02-15 11:28:59.915455;R$29.223,03;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11123_detalhes.html;11123;R$19.777,66;TÌäCNICO ADMINISTRATIVO;SGP-14 - EQUIPE DA SECRETARIA DAS COMISSÌ¥ES PARLAMENTARES DE INQUÌäRITO
01/01/18;2018-02-15 11:28:59.915455;R$29.223,03;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11103_detalhes.html;11103;R$19.725,52;TÌäCNICO ADMINISTRATIVO;SGP-13 - EQUIPE DA SECRETARIA DAS COMISSÌ¥ES EXTRAORDINÌRIAS E TEMPORÌRIAS
01/01/18;2018-02-15 11:28:59.915455;R$29.223,03;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11280_detalhes.html;11280;R$19.725,52;CONSULTOR TÌäCNICO LEGISLATIVO - ODONTOLOGIA;SGA-82 - EQUIPE DE ODONTOLOGIA
01/01/18;2018-02-15 11:28:59.915455;R$29.223,03;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11116_detalhes.html;11116;R$19.883,89;CONSULTOR TÌäCNICO LEGISLATIVO - MEDICINA (CLÌNICA GERAL);SGA-81 - EQUIPE DE MEDICINA
01/01/18;2018-02-15 11:28:59.915455;R$29.223,03;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11067_detalhes.html;11067;R$19.829,80;CONSULTOR TÌäCNICO LEGISLATIVO - MEDICINA (OFTAMOLOGIA);SGA-81 - EQUIPE DE MEDICINA
01/01/18;2018-02-15 11:28:59.915455;R$29.223,03;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11254_detalhes.html;11254;R$19.725,52;CONSULTOR TÌäCNICO LEGISLATIVO - CONTADOR;SGA-25 - EQUIPE DE TESOURARIA
01/01/18;2018-02-15 11:28:59.915455;R$29.223,03;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11044_detalhes.html;11044;R$19.881,93;TÌäCNICO ADMINISTRATIVO;SGA-24 - EQUIPE DE LIQUIDAÌàÌÄO DE DESPESAS
01/01/18;2018-02-15 11:28:59.915455;R$29.223,03;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11042_detalhes.html;11042;R$20.521,91;TÌäCNICO ADMINISTRATIVO;SGA-23 - EQUIPE DE CONTABILIDADE E ORÌàAMENTO
01/01/18;2018-02-15 11:28:59.915455;R$29.223,03;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/10832_detalhes.html;10832;R$19.934,07;TÌäCNICO ADMINISTRATIVO;SGA-21 - EQUIPE DE GESTÌÄO DE MATERIAIS DE CONSUMO
